48,1910-12-10 00:00:00,10 décembre 1910
49,1910-12-17 00:00:00,17 décembre 1910
50,1910-12-24 00:00:00,24 décembre 1910
51,1910-12-31 00:00:00,31 décembre 1910
52,1911-01-07 00:00:00,7 janvier 1911
53,1911-01-14 00:00:00,14 janvier 1911
54,1911-01-21 00:00:00,21 janvier 1911
55,1911-01-28 00:00:00,28 janvier 1911
56,1911-02-04 00:00:00,4 février 1911
57,1911-02-11 00:00:00,11 février 1911
58,1911-02-18 00:00:00,18 février 1911
59,1911-02-25 00:00:00,25 février 1911
60,1911-03-04 00:00:00,4 mars 1911
61,1911-03-11 00:00:00,11 mars 1911
62,1911-03-18 00:00:00,18 mars 1911
63,1911-03-25 00:00:00,25 mars 1911
64,1911-04-01 00:00:00,1 avril 1911
65,1911-04-08 00:00:00,8 avril 1911
66,1911-04-15 00:00:00,15 avril 1911
67,1911-04-22 00:00:00,22 avril 1911
68,1911-04-29 00:00:00,29 avril 1911
69,1911-05-06 00:00:00,6 mai 1911
70,1911-05-13 00:00:00,13 mai 1911
71,1911-05-20 00:00:00,20 mai 1911
72,1911-05-27 00:00:00,27 mai 1911
73,1911-06-03 00:00:00,3 juin 1911
74,1911-06-10 00:00:00,10 juin 1911
75,1911-06-17 00:00:00,17 juin 1911
76,1911-06-24 00:00:00,24 juin 1911
77,1911-07-01 00:00:00,1 juillet 1911
78,1911-07-08 00:00:00,8 juillet 1911
79,1911-07-15 00:00:00,15 juillet 1911
80,1911-07-22 00:00:00,22 juillet 1911
81,1911-07-29 00:00:00,29 juillet 1911
82,1911-08-05 00:00:00,5 août 1911
83,1911-08-12 00:00:00,12 août 1911
84,1911-08-19 00:00:00,19 août 1911
85,1911-08-26 00:00:00,26 août 1911
86,1911-09-02 00:00:00,2 septembre 1911
87,1911-09-09 00:00:00,9 septembre 1911
88,1911-09-16 00:00:00,16 septembre 1911
89,1911-09-23 00:00:00,23 septembre 1911
90,1911-09-30 00:00:00,30 septembre 1911
91,1911-10-07 00:00:00,7 octobre 1911
92,1911-10-14 00:00:00,14 octobre 1911
93,1911-10-21 00:00:00,21 octobre 1911
94,1911-10-28 00:00:00,28 octobre 1911
95,1911-11-04 00:00:00,4 novembre 1911
96,1911-11-11 00:00:00,11 novembre 1911
97,1911-11-18 00:00:00,18 novembre 1911
98,1911-11-25 00:00:00,25 novembre 1911
99,1911-12-02 00:00:00,2 décembre 1911
100,1911-12-09 00:00:00,9 décembre 1911
101,1911-12-16 00:00:00,16 décembre 1911
102,1911-12-23 00:00:00,23 décembre 1911
103,1911-12-30 00:00:00,30 décembre 1911
104,1912-01-06 00:00:00,6 janvier 1912
105,1912-01-13 00:00:00,13 janvier 1912
106,1912-01-20 00:00:00,20 janvier 1912
107,1912-01-27 00:00:00,27 janvier 1912
108,1912-02-03 00:00:00,3 février 1912
109,1912-02-10 00:00:00,10 février 1912
110,1912-02-17 00:00:00,17 février 1912
111,1912-02-24 00:00:00,24 février 1912
112,1912-03-02 00:00:00,2 mars 1912
113,1912-03-09 00:00:00,9 mars 1912
114,1912-03-16 00:00:00,16 mars 1912
115,1912-03-23 00:00:00,23 mars 1912
116,1912-03-30 00:00:00,30 mars 1912
117,1912-04-06 00:00:00,6 avril 1912
118,1912-04-13 00:00:00,13 avril 1912
119,1912-04-20 00:00:00,20 avril 1912
120,1912-04-27 00:00:00,27 avril 1912
121,1912-05-04 00:00:00,4 mai 1912
122,1912-05-11 00:00:00,11 mai 1912
123,1912-05-18 00:00:00,18 mai 1912
124,1912-05-25 00:00:00,25 mai 1912
125,1912-06-01 00:00:00,1 juin 1912
126,1912-06-08 00:00:00,8 juin 1912
127,1912-06-15 00:00:00,15 juin 1912
128,1912-06-22 00:00:00,22 juin 1912
129,1912-06-29 00:00:00,29 juin 1912
130,1912-07-06 00:00:00,6 juillet 1912
131,1912-07-13 00:00:00,13 juillet 1912
132,1912-07-20 00:00:00,20 juillet 1912
133,1912-07-27 00:00:00,27 juillet 1912
134,1912-08-03 00:00:00,3 août 1912
135,1912-08-10 00:00:00,10 août 1912
136,1912-08-17 00:00:00,17 août 1912
137,1912-08-24 00:00:00,24 août 1912
138,1912-08-31 00:00:00,31 août 1912
139,1912-09-07 00:00:00,7 septembre 1912
140,1912-09-14 00:00:00,14 septembre 1912
141,1912-09-21 00:00:00,21 septembre 1912
142,1912-09-28 00:00:00,28 septembre 1912
143,1912-10-05 00:00:00,5 octobre 1912
144,1912-10-12 00:00:00,12 octobre 1912
145,1912-10-19 00:00:00,19 octobre 1912
146,1912-10-26 00:00:00,26 octobre 1912
147,1912-11-02 00:00:00,2 novembre 1912
148,1912-11-09 00:00:00,9 novembre 1912
149,1912-11-16 00:00:00,16 novembre 1912
150,1912-11-23 00:00:00,23 novembre 1912
151,1912-11-30 00:00:00,30 novembre 1912
152,1912-12-07 00:00:00,7 décembre 1912
153,1912-12-14 00:00:00,14 décembre 1912
154,1912-12-21 00:00:00,21 décembre 1912
155,1912-12-28 00:00:00,28 décembre 1912
156,1913-01-04 00:00:00,4 janvier 1913
157,1913-01-11 00:00:00,11 janvier 1913
158,1913-01-18 00:00:00,18 janvier 1913
159,1913-01-25 00:00:00,25 janvier 1913
160,1913-02-01 00:00:00,1 février 1913
161,1913-02-08 00:00:00,8 février 1913
162,1913-02-15 00:00:00,15 février 1913
163,1913-02-22 00:00:00,22 février 1913
164,1913-03-01 00:00:00,1 mars 1913
165,1913-03-08 00:00:00,8 mars 1913
166,1913-03-15 00:00:00,15 mars 1913
167,1913-03-22 00:00:00,22 mars 1913
168,1913-03-29 00:00:00,29 mars 1913
169,1913-04-05 00:00:00,5 avril 1913
170,1913-04-12 00:00:00,12 avril 1913
171,1913-04-19 00:00:00,19 avril 1913
172,1913-04-26 00:00:00,26 avril 1913
173,1913-05-03 00:00:00,3 mai 1913
174,1913-05-10 00:00:00,10 mai 1913
175,1913-05-17 00:00:00,17 mai 1913
176,1913-05-24 00:00:00,24 mai 1913
177,1913-05-31 00:00:00,31 mai 1913
178,1913-06-07 00:00:00,7 juin 1913
179,1913-06-14 00:00:00,14 juin 1913
180,1913-06-21 00:00:00,21 juin 1913
181,1913-06-28 00:00:00,28 juin 1913
182,1913-07-05 00:00:00,5 juillet 1913
183,1913-07-12 00:00:00,12 juillet 1913
184,1913-07-19 00:00:00,19 juillet 1913
185,1913-07-26 00:00:00,26 juillet 1913
186,1913-08-02 00:00:00,2 août 1913
187,1913-08-09 00:00:00,9 août 1913
188,1913-08-16 00:00:00,16 août 1913
189,1913-08-23 00:00:00,23 août 1913
190,1913-08-30 00:00:00,30 août 1913
191,1913-09-06 00:00:00,6 septembre 1913
192,1913-09-13 00:00:00,13 septembre 1913
193,1913-09-20 00:00:00,20 septembre 1913
194,1913-09-27 00:00:00,27 septembre 1913
195,1913-10-04 00:00:00,4 octobre 1913
196,1913-10-11 00:00:00,11 octobre 1913
197,1913-10-18 00:00:00,18 octobre 1913
198,1913-10-25 00:00:00,25 octobre 1913
199,1913-11-01 00:00:00,1 novembre 1913
200,1913-11-08 00:00:00,8 novembre 1913
201,1913-11-15 00:00:00,15 novembre 1913
202,1913-11-22 00:00:00,22 novembre 1913
203,1913-11-29 00:00:00,29 novembre 1913
204,1913-12-06 00:00:00,6 décembre 1913
205,1913-12-13 00:00:00,13 décembre 1913
206,1913-12-20 00:00:00,20 décembre 1913
207,1913-12-27 00:00:00,27 décembre 1913
208,1914-01-03 00:00:00,3 janvier 1914
209,1914-01-10 00:00:00,10 janvier 1914
210,1914-01-17 00:00:00,17 janvier 1914
211,1914-01-24 00:00:00,24 janvier 1914
212,1914-01-31 00:00:00,31 janvier 1914
213,1914-02-07 00:00:00,7 février 1914
214,1914-02-14 00:00:00,14 février 1914
215,1914-02-21 00:00:00,21 février 1914
216,1914-02-28 00:00:00,28 février 1914
217,1914-03-07 00:00:00,7 mars 1914
218,1914-03-14 00:00:00,14 mars 1914
219,1914-03-21 00:00:00,21 mars 1914
220,1914-03-28 00:00:00,28 mars 1914
221,1914-04-04 00:00:00,4 avril 1914
222,1914-04-11 00:00:00,11 avril 1914
223,1914-04-18 00:00:00,18 avril 1914
224,1914-04-25 00:00:00,25 avril 1914
225,1914-05-02 00:00:00,2 mai 1914
226,1914-05-09 00:00:00,9 mai 1914
227,1914-05-16 00:00:00,16 mai 1914
228,1914-05-23 00:00:00,23 mai 1914
229,1914-05-30 00:00:00,30 mai 1914
230,1914-06-06 00:00:00,6 juin 1914
231,1914-06-13 00:00:00,13 juin 1914
232,1914-06-20 00:00:00,20 juin 1914
233,1914-06-27 00:00:00,27 juin 1914
234,1914-07-04 00:00:00,4 juillet 1914
235,1914-07-11 00:00:00,11 juillet 1914
236,1914-07-18 00:00:00,18 juillet 1914
237,1914-07-25 00:00:00,25 juillet 1914
238,1914-08-01 00:00:00,1 août 1914
239,1914-08-08 00:00:00,8 août 1914
240,1914-08-15 00:00:00,15 août 1914
241,1914-08-22 00:00:00,22 août 1914
242,1914-08-29 00:00:00,29 août 1914
243,1914-09-05 00:00:00,5 septembre 1914
244,1914-09-12 00:00:00,12 septembre 1914
245,1914-09-19 00:00:00,19 septembre 1914
246,1914-09-26 00:00:00,26 septembre 1914
247,1914-10-03 00:00:00,3 octobre 1914
248,1914-10-10 00:00:00,10 octobre 1914
249,1914-10-17 00:00:00,17 octobre 1914
250,1914-10-24 00:00:00,24 octobre 1914
251,1914-10-31 00:00:00,31 octobre 1914
252,1914-11-07 00:00:00,7 novembre 1914
253,1914-11-14 00:00:00,14 novembre 1914
254,1914-11-21 00:00:00,21 novembre 1914
255,1914-11-28 00:00:00,28 novembre 1914
256,1914-12-05 00:00:00,5 décembre 1914
257,1914-12-12 00:00:00,12 décembre 1914
258,1914-12-19 00:00:00,19 décembre 1914
259,1914-12-26 00:00:00,26 décembre 1914
260,1915-01-02 00:00:00,2 janvier 1915
261,1915-01-09 00:00:00,9 janvier 1915
262,1915-01-16 00:00:00,16 janvier 1915
263,1915-01-23 00:00:00,23 janvier 1915
264,1915-01-30 00:00:00,30 janvier 1915
265,1915-02-06 00:00:00,6 février 1915
266,1915-02-13 00:00:00,13 février 1915
267,1915-02-20 00:00:00,20 février 1915
268,1915-02-27 00:00:00,27 février 1915
269,1915-03-06 00:00:00,6 mars 1915
270,1915-03-13 00:00:00,13 mars 1915
271,1915-03-20 00:00:00,20 mars 1915
272,1915-03-27 00:00:00,27 mars 1915
273,1915-04-03 00:00:00,3 avril 1915
274,1915-04-10 00:00:00,10 avril 1915
275,1915-04-17 00:00:00,17 avril 1915
276,1915-04-24 00:00:00,24 avril 1915
277,1915-05-01 00:00:00,1 mai 1915
278,1915-05-08 00:00:00,8 mai 1915
279,1915-05-15 00:00:00,15 mai 1915
280,1915-05-22 00:00:00,22 mai 1915
281,1915-05-29 00:00:00,29 mai 1915
282,1915-06-05 00:00:00,5 juin 1915
283,1915-06-12 00:00:00,12 juin 1915
284,1915-06-19 00:00:00,19 juin 1915
285,1915-06-26 00:00:00,26 juin 1915
286,1915-07-03 00:00:00,3 juillet 1915
287,1915-07-10 00:00:00,10 juillet 1915
288,1915-07-17 00:00:00,17 juillet 1915
289,1915-07-24 00:00:00,24 juillet 1915
290,1915-07-31 00:00:00,31 juillet 1915
291,1915-08-07 00:00:00,7 août 1915
292,1915-08-14 00:00:00,14 août 1915
293,1915-08-21 00:00:00,21 août 1915
294,1915-08-28 00:00:00,28 août 1915
295,1915-09-04 00:00:00,4 septembre 1915
296,1915-09-11 00:00:00,11 septembre 1915
297,1915-09-18 00:00:00,18 septembre 1915
298,1915-09-25 00:00:00,25 septembre 1915
299,1915-10-02 00:00:00,2 octobre 1915
300,1915-10-09 00:00:00,9 octobre 1915
301,1915-10-16 00:00:00,16 octobre 1915
302,1915-10-23 00:00:00,23 octobre 1915
303,1915-10-30 00:00:00,30 octobre 1915
304,1915-11-06 00:00:00,6 novembre 1915
305,1915-11-13 00:00:00,13 novembre 1915
306,1915-11-20 00:00:00,20 novembre 1915
307,1915-11-27 00:00:00,27 novembre 1915
308,1915-12-04 00:00:00,4 décembre 1915
309,1915-12-11 00:00:00,11 décembre 1915
310,1915-12-18 00:00:00,18 décembre 1915
311,1915-12-25 00:00:00,25 décembre 1915
312,1916-01-01 00:00:00,1 janvier 1916
313,1916-01-08 00:00:00,8 janvier 1916
314,1916-01-15 00:00:00,15 janvier 1916
315,1916-01-22 00:00:00,22 janvier 1916
316,1916-01-29 00:00:00,29 janvier 1916
317,1916-02-05 00:00:00,5 février 1916
318,1916-02-12 00:00:00,12 février 1916
319,1916-02-19 00:00:00,19 février 1916
320,1916-02-26 00:00:00,26 février 1916
321,1916-03-04 00:00:00,4 mars 1916
322,1916-03-11 00:00:00,11 mars 1916
323,1916-03-18 00:00:00,18 mars 1916
324,1916-03-25 00:00:00,25 mars 1916
325,1916-04-01 00:00:00,1 avril 1916
326,1916-04-08 00:00:00,8 avril 1916
327,1916-04-15 00:00:00,15 avril 1916
328,1916-04-22 00:00:00,22 avril 1916
329,1916-04-29 00:00:00,29 avril 1916
330,1916-05-06 00:00:00,6 mai 1916
331,1916-05-13 00:00:00,13 mai 1916
332,1916-05-20 00:00:00,20 mai 1916
333,1916-05-27 00:00:00,27 mai 1916
334,1916-06-03 00:00:00,3 juin 1916
335,1916-06-10 00:00:00,10 juin 1916
336,1916-06-17 00:00:00,17 juin 1916
337,1916-06-24 00:00:00,24 juin 1916
338,1916-07-01 00:00:00,1 juillet 1916
339,1916-07-08 00:00:00,8 juillet 1916
340,1916-07-15 00:00:00,15 juillet 1916
341,1916-07-22 00:00:00,22 juillet 1916
342,1916-07-29 00:00:00,29 juillet 1916
343,1916-08-05 00:00:00,5 août 1916
344,1916-08-12 00:00:00,12 août 1916
345,1916-08-19 00:00:00,19 août 1916
346,1916-08-26 00:00:00,26 août 1916
347,1916-09-02 00:00:00,2 septembre 1916
348,1916-09-09 00:00:00,9 septembre 1916
349,1916-09-16 00:00:00,16 septembre 1916
350,1916-09-23 00:00:00,23 septembre 1916
351,1916-09-30 00:00:00,30 septembre 1916
352,1916-10-07 00:00:00,7 octobre 1916
353,1916-10-14 00:00:00,14 octobre 1916
354,1916-10-21 00:00:00,21 octobre 1916
355,1916-10-28 00:00:00,28 octobre 1916
356,1916-11-04 00:00:00,4 novembre 1916
357,1916-11-11 00:00:00,11 novembre 1916
358,1916-11-18 00:00:00,18 novembre 1916
359,1916-11-25 00:00:00,25 novembre 1916
360,1916-12-02 00:00:00,2 décembre 1916
361,1916-12-09 00:00:00,9 décembre 1916
362,1916-12-16 00:00:00,16 décembre 1916
363,1916-12-23 00:00:00,23 décembre 1916
364,1916-12-30 00:00:00,30 décembre 1916
365,1917-01-06 00:00:00,6 janvier 1917
366,1917-01-13 00:00:00,13 janvier 1917
367,1917-01-20 00:00:00,20 janvier 1917
368,1917-01-27 00:00:00,27 janvier 1917
369,1917-02-03 00:00:00,3 février 1917
370,1917-02-10 00:00:00,10 février 1917
371,1917-02-17 00:00:00,17 février 1917
372,1917-02-24 00:00:00,24 février 1917
373,1917-03-03 00:00:00,3 mars 1917
374,1917-03-10 00:00:00,10 mars 1917
375,1917-03-17 00:00:00,17 mars 1917
376,1917-03-24 00:00:00,24 mars 1917
377,1917-03-31 00:00:00,31 mars 1917
378,1917-04-07 00:00:00,7 avril 1917
379,1917-04-14 00:00:00,14 avril 1917
380,1917-04-21 00:00:00,21 avril 1917
381,1917-04-28 00:00:00,28 avril 1917
382,1917-05-05 00:00:00,5 mai 1917
383,1917-05-12 00:00:00,12 mai 1917
384,1917-05-19 00:00:00,19 mai 1917
385,1917-05-26 00:00:00,26 mai 1917
386,1917-06-02 00:00:00,2 juin 1917
387,1917-06-09 00:00:00,9 juin 1917
388,1917-06-16 00:00:00,16 juin 1917
389,1917-06-23 00:00:00,23 juin 1917
390,1917-06-30 00:00:00,30 juin 1917
391,1917-07-07 00:00:00,7 juillet 1917
392,1917-07-14 00:00:00,14 juillet 1917
393,1917-07-21 00:00:00,21 juillet 1917
394,1917-07-28 00:00:00,28 juillet 1917
395,1917-08-04 00:00:00,4 août 1917
396,1917-08-11 00:00:00,11 août 1917
397,1917-08-18 00:00:00,18 août 1917
398,1917-08-25 00:00:00,25 août 1917
399,1917-09-01 00:00:00,1 septembre 1917
400,1917-09-08 00:00:00,8 septembre 1917
401,1917-09-15 00:00:00,15 septembre 1917
402,1917-09-22 00:00:00,22 septembre 1917
403,1917-09-29 00:00:00,29 septembre 1917
404,1917-10-06 00:00:00,6 octobre 1917
405,1917-10-13 00:00:00,13 octobre 1917
406,1917-10-20 00:00:00,20 octobre 1917
407,1917-10-27 00:00:00,27 octobre 1917
408,1917-11-03 00:00:00,3 novembre 1917
409,1917-11-10 00:00:00,10 novembre 1917
410,1917-11-17 00:00:00,17 novembre 1917
411,1917-11-24 00:00:00,24 novembre 1917
412,1917-12-01 00:00:00,1 décembre 1917
413,1917-12-08 00:00:00,8 décembre 1917
414,1917-12-15 00:00:00,15 décembre 1917
415,1917-12-22 00:00:00,22 décembre 1917
416,1917-12-29 00:00:00,29 décembre 1917
417,1918-01-05 00:00:00,5 janvier 1918
418,1918-01-12 00:00:00,12 janvier 1918
419,1918-01-19 00:00:00,19 janvier 1918
420,1918-01-26 00:00:00,26 janvier 1918
421,1918-02-02 00:00:00,2 février 1918
422,1918-02-09 00:00:00,9 février 1918
423,1918-02-16 00:00:00,16 février 1918
424,1918-02-23 00:00:00,23 février 1918
425,1918-03-02 00:00:00,2 mars 1918
426,1918-03-09 00:00:00,9 mars 1918
427,1918-03-16 00:00:00,16 mars 1918
428,1918-03-23 00:00:00,23 mars 1918
429,1918-03-30 00:00:00,30 mars 1918
430,1918-04-06 00:00:00,6 avril 1918
431,1918-04-13 00:00:00,13 avril 1918
432,1918-04-20 00:00:00,20 avril 1918
433,1918-04-27 00:00:00,27 avril 1918
434,1918-05-04 00:00:00,4 mai 1918
435,1918-05-11 00:00:00,11 mai 1918
436,1918-05-18 00:00:00,18 mai 1918
437,1918-05-25 00:00:00,25 mai 1918
438,1918-06-01 00:00:00,1 juin 1918
439,1918-06-08 00:00:00,8 juin 1918
440,1918-06-15 00:00:00,15 juin 1918
441,1918-06-22 00:00:00,22 juin 1918
442,1918-06-29 00:00:00,29 juin 1918
443,1918-07-06 00:00:00,6 juillet 1918
444,1918-07-13 00:00:00,13 juillet 1918
445,1918-07-20 00:00:00,20 juillet 1918
446,1918-07-27 00:00:00,27 juillet 1918
447,1918-08-03 00:00:00,3 août 1918
448,1918-08-10 00:00:00,10 août 1918
449,1918-08-17 00:00:00,17 août 1918
450,1918-08-24 00:00:00,24 août 1918
451,1918-08-31 00:00:00,31 août 1918
452,1918-09-07 00:00:00,7 septembre 1918
453,1918-09-14 00:00:00,14 septembre 1918
454,1918-09-21 00:00:00,21 septembre 1918
455,1918-09-28 00:00:00,28 septembre 1918
456,1918-10-05 00:00:00,5 octobre 1918
457,1918-10-12 00:00:00,12 octobre 1918
458,1918-10-19 00:00:00,19 octobre 1918
459,1918-10-26 00:00:00,26 octobre 1918
460,1918-11-02 00:00:00,2 novembre 1918
461,1918-11-09 00:00:00,9 novembre 1918
462,1918-11-16 00:00:00,16 novembre 1918
463,1918-11-23 00:00:00,23 novembre 1918
464,1918-11-30 00:00:00,30 novembre 1918
465,1918-12-07 00:00:00,7 décembre 1918
466,1918-12-14 00:00:00,14 décembre 1918
467,1918-12-21 00:00:00,21 décembre 1918
468,1918-12-28 00:00:00,28 décembre 1918
469,1919-01-04 00:00:00,4 janvier 1919
470,1919-01-11 00:00:00,11 janvier 1919
471,1919-01-18 00:00:00,18 janvier 1919
472,1919-01-25 00:00:00,25 janvier 1919
473,1919-02-01 00:00:00,1 février 1919
474,1919-02-08 00:00:00,8 février 1919
475,1919-02-15 00:00:00,15 février 1919
476,1919-02-22 00:00:00,22 février 1919
477,1919-03-01 00:00:00,1 mars 1919
478,1919-03-08 00:00:00,8 mars 1919
479,1919-03-15 00:00:00,15 mars 1919
480,1919-03-22 00:00:00,22 mars 1919
481,1919-03-29 00:00:00,29 mars 1919
482,1919-04-05 00:00:00,5 avril 1919
483,1919-04-12 00:00:00,12 avril 1919
484,1919-04-19 00:00:00,19 avril 1919
485,1919-04-26 00:00:00,26 avril 1919
486,1919-05-03 00:00:00,3 mai 1919
487,1919-05-10 00:00:00,10 mai 1919
488,1919-05-17 00:00:00,17 mai 1919
489,1919-05-24 00:00:00,24 mai 1919
490,1919-05-31 00:00:00,31 mai 1919
491,1919-06-07 00:00:00,7 juin 1919
492,1919-06-14 00:00:00,14 juin 1919
493,1919-06-21 00:00:00,21 juin 1919
494,1919-06-28 00:00:00,28 juin 1919
495,1919-07-05 00:00:00,5 juillet 1919
496,1919-07-12 00:00:00,12 juillet 1919
497,1919-07-19 00:00:00,19 juillet 1919
498,1919-07-26 00:00:00,26 juillet 1919
499,1919-08-02 00:00:00,2 août 1919
500,1919-08-09 00:00:00,9 août 1919
501,1919-08-16 00:00:00,16 août 1919
502,1919-08-23 00:00:00,23 août 1919
503,1919-08-30 00:00:00,30 août 1919
504,1919-09-06 00:00:00,6 septembre 1919
505,1919-09-13 00:00:00,13 septembre 1919
506,1919-09-20 00:00:00,20 septembre 1919
507,1919-09-27 00:00:00,27 septembre 1919
508,1919-10-04 00:00:00,4 octobre 1919
509,1919-10-11 00:00:00,11 octobre 1919
510,1919-10-18 00:00:00,18 octobre 1919
511,1919-10-25 00:00:00,25 octobre 1919
512,1919-11-01 00:00:00,1 novembre 1919
513,1919-11-08 00:00:00,8 novembre 1919
514,1919-11-15 00:00:00,15 novembre 1919
515,1919-11-22 00:00:00,22 novembre 1919
516,1919-11-29 00:00:00,29 novembre 1919
517,1919-12-06 00:00:00,6 décembre 1919
518,1919-12-13 00:00:00,13 décembre 1919
519,1919-12-20 00:00:00,20 décembre 1919
520,1919-12-27 00:00:00,27 décembre 1919
521,1920-01-03 00:00:00,3 janvier 1920
522,1920-01-10 00:00:00,10 janvier 1920
523,1920-01-17 00:00:00,17 janvier 1920
524,1920-01-24 00:00:00,24 janvier 1920
525,1920-01-31 00:00:00,31 janvier 1920
526,1920-02-07 00:00:00,7 février 1920
527,1920-02-14 00:00:00,14 février 1920
528,1920-02-21 00:00:00,21 février 1920
529,1920-02-28 00:00:00,28 février 1920
530,1920-03-06 00:00:00,6 mars 1920
531,1920-03-13 00:00:00,13 mars 1920
532,1920-03-20 00:00:00,20 mars 1920
533,1920-03-27 00:00:00,27 mars 1920
534,1920-04-03 00:00:00,3 avril 1920
535,1920-04-10 00:00:00,10 avril 1920
536,1920-04-17 00:00:00,17 avril 1920
537,1920-04-24 00:00:00,24 avril 1920
538,1920-05-01 00:00:00,1 mai 1920
539,1920-05-08 00:00:00,8 mai 1920
540,1920-05-15 00:00:00,15 mai 1920
541,1920-05-22 00:00:00,22 mai 1920
542,1920-05-29 00:00:00,29 mai 1920
543,1920-06-05 00:00:00,5 juin 1920
544,1920-06-12 00:00:00,12 juin 1920
545,1920-06-19 00:00:00,19 juin 1920
546,1920-06-26 00:00:00,26 juin 1920
547,1920-07-03 00:00:00,3 juillet 1920
548,1920-07-10 00:00:00,10 juillet 1920
549,1920-07-17 00:00:00,17 juillet 1920
550,1920-07-24 00:00:00,24 juillet 1920
551,1920-07-31 00:00:00,31 juillet 1920
552,1920-08-07 00:00:00,7 août 1920
553,1920-08-14 00:00:00,14 août 1920
554,1920-08-21 00:00:00,21 août 1920
555,1920-08-28 00:00:00,28 août 1920
556,1920-09-04 00:00:00,4 septembre 1920
557,1920-09-11 00:00:00,11 septembre 1920
558,1920-09-18 00:00:00,18 septembre 1920
559,1920-09-25 00:00:00,25 septembre 1920
560,1920-10-02 00:00:00,2 octobre 1920
561,1920-10-09 00:00:00,9 octobre 1920
562,1920-10-16 00:00:00,16 octobre 1920
563,1920-10-23 00:00:00,23 octobre 1920
564,1920-10-30 00:00:00,30 octobre 1920
565,1920-11-06 00:00:00,6 novembre 1920
566,1920-11-13 00:00:00,13 novembre 1920
567,1920-11-20 00:00:00,20 novembre 1920
568,1920-11-27 00:00:00,27 novembre 1920
569,1920-12-04 00:00:00,4 décembre 1920
570,1920-12-11 00:00:00,11 décembre 1920
571,1920-12-18 00:00:00,18 décembre 1920
572,1920-12-25 00:00:00,25 décembre 1920
573,1921-01-01 00:00:00,1 janvier 1921
574,1921-01-08 00:00:00,8 janvier 1921
575,1921-01-15 00:00:00,15 janvier 1921
576,1921-01-22 00:00:00,22 janvier 1921
577,1921-01-29 00:00:00,29 janvier 1921
578,1921-02-05 00:00:00,5 février 1921
579,1921-02-12 00:00:00,12 février 1921
580,1921-02-19 00:00:00,19 février 1921
581,1921-02-26 00:00:00,26 février 1921
582,1921-03-05 00:00:00,5 mars 1921
583,1921-03-12 00:00:00,12 mars 1921
584,1921-03-19 00:00:00,19 mars 1921
585,1921-03-26 00:00:00,26 mars 1921
586,1921-04-02 00:00:00,2 avril 1921
587,1921-04-09 00:00:00,9 avril 1921
588,1921-04-16 00:00:00,16 avril 1921
589,1921-04-23 00:00:00,23 avril 1921
590,1921-04-30 00:00:00,30 avril 1921
591,1921-05-07 00:00:00,7 mai 1921
592,1921-05-14 00:00:00,14 mai 1921
593,1921-05-21 00:00:00,21 mai 1921
594,1921-05-28 00:00:00,28 mai 1921
595,1921-06-04 00:00:00,4 juin 1921
596,1921-06-11 00:00:00,11 juin 1921
597,1921-06-18 00:00:00,18 juin 1921
598,1921-06-25 00:00:00,25 juin 1921
599,1921-07-02 00:00:00,2 juillet 1921
600,1921-07-09 00:00:00,9 juillet 1921
